Symptom1,Symptom2,Count
Photophobia,Sneezing,9
Photophobia,Proptosis of the eyeball,21
Photophobia,Runny nose,5
Photophobia,Scratch the eyes,7
Photophobia,Redness and swelling,4
Photophobia,Skin Bruising,6
Photophobia,Swelling,2
Photophobia,Swelling and redness,2
Photophobia,Salivation,5
Photophobia,Scratching the eyes,5
Photophobia,Unpleasant Odor in the Ear,1
Photophobia,Rash,7
Photophobia,Scales,6
Photophobia,Skin Inflammation,7
Photophobia,Skin Itching,5
Photophobia,Skin injury,3
Photophobia,Skin redness,6
Photophobia,Squamous Patch,5
Photophobia,There are black spots the size of sesame seeds on the skin.,6
Photophobia,Scratching the ears,2
Photophobia,Vomiting,1
Photophobia,Swelling under the eyes,2
Photophobia,Wound erosion,2
Photophobia,Plaque,3
Photophobia,Pustule,5
Photophobia,Redness of the chin skin,3
Photophobia,Scab Formation,4
Photophobia,Skin Swelling,3
Photophobia,Skin Wound,4
Photophobia,Skin damage,2
Photophobia,Sparse hair,3
Photophobia,Stomatitis,5
Photophobia,There are black spots under the chin.,3
Photophobia,There is a sense of fluctuation.,1
Photophobia,Thickening and Coarsening of the Skin,1
Photophobia,Ulceration,3
Photophobia,Visible mucosal cyanosis,1
Photophobia,Scrotal erythema,1
Photophobia,Swelling at the base of the penis,1
Photophobia,Undescended Testicle,1
Photophobia,Vaginal discharge,1
Photophobia,Purulent nasal discharge,3
Photophobia,Serous Nasal Discharge,3
Photophobia,Thickening of the skin,1
Photophobia,Ulcer,2
Photophobia,Ulcerative Infection,3
Photophobia,Streaming frothy nasal discharge,1
Photophobia,Quadriplegia,1
Photophobia,The color of the fur on the dorsal side of the tail has darkened to a deep brown.,1
Photophobia,The tail hair has become very greasy.,1
Photophobia,Thickening and roughening of the skin,2
Photophobia,Pigmentation,1
Photophobia,Sialorrhea,1
Photophobia,Skin Injury,2
Photophobia,Skin Odor,1
Photophobia,Skin Redness,1
Photophobia,Skin Ulcer Scar,1
Photophobia,Undescended Testes,1
Photophobia,Weakness in the limbs or forelimbs and hindlimbs,1
Photophobia,Purulent Nasal Discharge (Nasal Discharge),1
Photophobia,Sinusitis,1
Photophobia,Sparse hair at the joints,1
Pupillary constriction,Pupillary dilation,48
Pupillary constriction,Ulcerative Keratitis,66
Pupillary constriction,Shock,2
Pupillary constriction,Skin redness and swelling,14
Pupillary constriction,Weakness in the limbs or forelimbs and hindlimbs,4
Pupillary constriction,Skin laxity and loss of elasticity,4
Pupillary constriction,Visible mucosal cyanosis,4
Pupillary constriction,Vomiting,17
Pupillary constriction,Pupillary white discharge,26
Pupillary constriction,Responsive to rapidly approaching objects,25
Pupillary constriction,Purulent ocular discharge (purulent eye),16
Pupillary constriction,Syncope,4
Pupillary constriction,Tilted head,4
Pupillary constriction,Pustule,7
Pupillary constriction,Redness and swelling,5
Pupillary constriction,Skin Bruising,7
Pupillary constriction,Swelling,3
Pupillary constriction,Sneezing,7
Pupillary constriction,Purulent ocular discharge,12
Pupillary constriction,Scratching the eyes,1
Pupillary constriction,Skin Wound,7
Pupillary constriction,Skin laxity and lack of elasticity,1
Pupillary constriction,Reduced physical activity,4
Pupillary constriction,Salivate,2
Pupillary constriction,Tic,8
Pupillary constriction,Swelling at the base of the penis,2
Pupillary constriction,Ravenous appetite,1
Pupillary constriction,Salivation,13
Pupillary constriction,Quadriplegia,2
Pupillary constriction,Reflux,2
Pupillary constriction,Swelling under the eyes,2
Pupillary constriction,Shortness of breath,3
Pupillary constriction,Purulent ear discharge,6
Pupillary constriction,Runny nose,4
Pupillary constriction,Rash,7
Pupillary constriction,Scales,6
Pupillary constriction,Skin injury,3
Pupillary constriction,There are black spots the size of sesame seeds on the skin.,5
Pupillary constriction,Wound erosion,3
Pupillary constriction,Reduced Urination,2
Pupillary constriction,Weakness of the limbs,1
Pupillary constriction,Redness of the chin skin,4
Pupillary constriction,Scab Formation,4
Pupillary constriction,Skin Inflammation,6
Pupillary constriction,Skin Swelling,4
Pupillary constriction,Skin damage,3
Pupillary constriction,Skin redness,5
Pupillary constriction,Sparse hair,3
Pupillary constriction,Squamous Patch,5
Pupillary constriction,Stomatitis,5
Pupillary constriction,There are black spots under the chin.,4
Pupillary constriction,There is a sense of fluctuation.,2
Pupillary constriction,Thickening and Coarsening of the Skin,1
Pupillary constriction,Ulceration,4
Pupillary constriction,Shortness of Breath,2
Pupillary constriction,Visible mucosal icterus,1
Pupillary constriction,Reduced food intake,5
Pupillary constriction,Reduced water intake,3
Pupillary constriction,Respiratory Deficiency,3
Pupillary constriction,Visible Ticks,2
Pupillary constriction,Scratch the eyes,2
Pupillary constriction,Scrotal erythema,2
Pupillary constriction,Undescended Testicle,1
Pupillary constriction,Vaginal discharge,1
Pupillary constriction,Purulent intracanalicular discharge,4
Pupillary constriction,Purulent nasal discharge,4
Pupillary constriction,Serous Nasal Discharge,4
Pupillary constriction,Skin Itching,4
Pupillary constriction,Thickening of the skin,1
Pupillary constriction,Ulcer,3
Pupillary constriction,Ulcerative Infection,4
Pupillary constriction,Streaming frothy nasal discharge,1
Pupillary constriction,Purulent Nasal Discharge (Nasal Discharge),2
Pupillary constriction,Red papules on the skin,1
Pupillary constriction,Scratching one's ears,1
Pupillary constriction,Skin Ulcer Scar,2
Pupillary constriction,Skin thickening,1
Pupillary constriction,Small mass,1
Pupillary constriction,Sparse hair at the joints,2
Pupillary constriction,Swelling and redness,2
Pupillary constriction,The color of the fur on the dorsal side of the tail has darkened to a deep brown.,1
Pupillary constriction,The tail fur has become very greasy.,1
Pupillary constriction,There is a fistula.,1
Pupillary constriction,Thickening and roughening of the skin,2
Pupillary constriction,Tick Head Remnants,1
Pupillary constriction,Weakness in the limbs,1
Pupillary constriction,Sialorrhea,1
Pupillary constriction,Skin Injury,2
Pupillary constriction,Skin Odor,1
Pupillary constriction,Skin Redness,1
Pupillary constriction,Reaction to Rapidly Approaching Objects,1
Pupillary constriction,Stiffness and difficulty in movement after prolonged lying down or upon getting up,1
Pupillary constriction,Thoracic breathing,1
Pupillary constriction,Scratching the ears,1
Pupillary constriction,Sinusitis,1
Cryptorchidism,Epiphora,73
Cryptorchidism,Hyperemia of visible mucosa,21
Cryptorchidism,Edema,42
Cryptorchidism,Itching,10
Cryptorchidism,Increased ocular discharge,44
Cryptorchidism,Skin redness and swelling,17
Cryptorchidism,No defecation,4
Cryptorchidism,Limping,5
Cryptorchidism,Dander,3
Cryptorchidism,Hair is dry and coarse.,1
Cryptorchidism,Increased vaginal discharge,15
Cryptorchidism,Skin Wound,10
Cryptorchidism,Skin redness,5
Cryptorchidism,Mental depression,51
Cryptorchidism,Purulent ocular discharge,39
Cryptorchidism,Shortness of breath,4
Cryptorchidism,Sneezing,24
Cryptorchidism,Swelling at the base of the penis,16
Cryptorchidism,Hyporexia,20
Cryptorchidism,Reduced physical activity,4
Cryptorchidism,Frequent urination,4
Cryptorchidism,Polyuria,2
Cryptorchidism,Red urine,1
Cryptorchidism,Reduced food intake,12
Cryptorchidism,Rhinitis sicca,2
Cryptorchidism,Fecal incontinence,3
Cryptorchidism,Tic,3
Cryptorchidism,Weakness in the limbs or forelimbs and hindlimbs,5
Cryptorchidism,Increased Preputial Secretions,4
Cryptorchidism,Itchy skin,1
Cryptorchidism,Papule,4
Cryptorchidism,Pigmentation,1
Cryptorchidism,Scrotal erythema,11
Cryptorchidism,Swelling,3
Cryptorchidism,Skin Redness,1
Cryptorchidism,Muscle Atrophy,3
Cryptorchidism,Gingival Swelling,7
Cryptorchidism,Increased food intake,6
Cryptorchidism,Increased urge to defecate without stool production,1
Cryptorchidism,Light-colored bloody stool,2
Cryptorchidism,Runny nose,6
Cryptorchidism,Salivation,5
Cryptorchidism,Vomiting,17
Cryptorchidism,Soft Stool,3
Cryptorchidism,Purulent ear discharge,4
Cryptorchidism,Shortness of Breath,1
Cryptorchidism,Skin Bruising,4
Cryptorchidism,Urinary Incontinence,6
Cryptorchidism,Weight Fluctuation,4
Cryptorchidism,Paralysis of the hind limbs,9
Cryptorchidism,Scratch the eyes,6
Cryptorchidism,Ectropion,2
Cryptorchidism,Weight loss,2
Cryptorchidism,Increased abdominal circumference,6
Cryptorchidism,Foul-smelling feces,3
Cryptorchidism,Oral Bleeding,8
Cryptorchidism,Ulceration,2
Cryptorchidism,Pupillary dilation,4
Cryptorchidism,Joint stiffness,2
Cryptorchidism,Limb Edema,1
Cryptorchidism,Unable to stand,2
Cryptorchidism,Weakness of the limbs,1
Cryptorchidism,Dry ear secretions,5
Cryptorchidism,Pica,2
Cryptorchidism,Neurological symptoms (such as seizures),4
Cryptorchidism,Redness and swelling,4
Cryptorchidism,Entropion,13
Cryptorchidism,Exercise Intolerance,2
Cryptorchidism,Cyanosis of the conjunctiva and tongue,3
Cryptorchidism,Dental calculus,17
Cryptorchidism,Diarrhea,4
Cryptorchidism,Vaginal discharge,2
Cryptorchidism,Hematuria,10
Cryptorchidism,Hair Removal,8
Cryptorchidism,Scab Formation,4
Cryptorchidism,Icterus of visible mucous membranes,2
Cryptorchidism,Pale visible mucosa,5
Cryptorchidism,Scratching the eyes,7
Cryptorchidism,Pustule,5
Cryptorchidism,Mucosal Hemorrhage,5
Cryptorchidism,Nystagmus,4
Cryptorchidism,Visible mucosal icterus,1
Cryptorchidism,"The head is held high, unwilling to bow down.",2
Cryptorchidism,Does the heart rate increase?,2
Cryptorchidism,Purulent Nasal Discharge (Nasal Discharge),3
Cryptorchidism,Hindlimb paralysis,1
Cryptorchidism,Joint Swelling,1
Cryptorchidism,Syncope,2
Cryptorchidism,Dark-colored stool,2
Cryptorchidism,Elevated body temperature,6
Cryptorchidism,"Lice, fleas, ticks, or mites found on the body",4
Cryptorchidism,Dry and Coarse Hair,1
Cryptorchidism,Gingival swelling,6
Cryptorchidism,Oral Malodor,1
Cryptorchidism,Elevated Body Temperature (Fever),5
Cryptorchidism,Ear congestion,3
Cryptorchidism,Increased Urination,1
Cryptorchidism,Reduced Urination,3
Cryptorchidism,Swelling and redness,1
Cryptorchidism,Hesitation or occasional reluctance to ascend or descend stairs,1
Cryptorchidism,Dysphagia,2
Cryptorchidism,Dyspnea,1
Cryptorchidism,Gingivitis,1
Cryptorchidism,Visible mucous membrane hyperemia,1
Cryptorchidism,Epidermal Hemorrhage,1
Cryptorchidism,Skin Swelling,2
Cryptorchidism,Ocular Abnormalities,1
Cryptorchidism,Lymphadenopathy,6
Cryptorchidism,Loss of appetite,7
Cryptorchidism,Shaking Head and Scratching Ears,1
Cryptorchidism,Visible mucosal cyanosis,2
Cryptorchidism,Pain,6
Cryptorchidism,Whether the muscles are atrophied,1
Cryptorchidism,Nasal Stenosis,1
Cryptorchidism,Reflux,3
Cryptorchidism,Respiratory Deficiency,2
Cryptorchidism,Skeletal Deformation,1
Cryptorchidism,Loose gums,3
Cryptorchidism,Eye pain,1
Cryptorchidism,Emaciation,2
Cryptorchidism,Ulcerative Keratitis,2
Cryptorchidism,Facial ulceration,2
Cryptorchidism,Pupillary white discharge,2
Cryptorchidism,Increased water intake,2
Cryptorchidism,Oily ear discharge,1
Cryptorchidism,Purulent intracanalicular discharge,1
Cryptorchidism,There are insect eggs.,1
Cryptorchidism,Swelling at the affected area,2
Cryptorchidism,Hemorrhage,2
Cryptorchidism,Ear Back Hair Removal,1
Cryptorchidism,Quadriplegia,1
Cryptorchidism,Salivate,1
Cryptorchidism,Hypersomnia,1
Cryptorchidism,Unable to lift one's head when bowing down.,1
Cryptorchidism,Difficulty in maintaining standing balance,2
Cryptorchidism,No Urination,2
Cryptorchidism,Stenosis of the nasal aperture,1
Cryptorchidism,Tilted Head,1
Cryptorchidism,Skin itching,1
Cryptorchidism,Cyanosis (Skin turning purple/blue),1
Cryptorchidism,"Elevated, round to oval skin lesions",1
Cryptorchidism,Facial Hemorrhagic Secretions,1
Cryptorchidism,Hair Follicle Casts,1
Cryptorchidism,Lymph Node Swelling with Suppurative Ulceration,1
Cryptorchidism,Mild skin fissures,1
Cryptorchidism,Mucosal cyanosis,1
Cryptorchidism,Nodule,1
Cryptorchidism,Patchy areas,1
Cryptorchidism,Petechia,1
Cryptorchidism,Petechiae,1
Cryptorchidism,Rash,1
Cryptorchidism,Scales,1
Cryptorchidism,Skin injury,1
Cryptorchidism,There are black spots the size of sesame seeds on the skin.,1
Cryptorchidism,Thickening and Coarsening of the Skin,1
Cryptorchidism,Nasal discharge,2
Cryptorchidism,Nasal stenosis,1
Cryptorchidism,Exudate,1
Cryptorchidism,Dry ear discharge,1
Cryptorchidism,"Most of the time, maintain a sitting or lying down position.",1
Cryptorchidism,Oliguria,1
Cryptorchidism,Unable to lift one's head when looking down.,1
Cryptorchidism,Skin laxity and lack of elasticity,1
Cryptorchidism,Perianal Pain,1
Cryptorchidism,Head Shaking,1
Small Mass,Stiffness in the limbs and lameness,1
Small Mass,Swelling at the affected area,1
Small Mass,There are black spots the size of sesame seeds on the skin.,6
Small Mass,Thickening and roughening of the skin,2
Small Mass,Thickening of the skin,2
Small Mass,Swelling,2
Small Mass,The color of the fur on the dorsal side of the tail has darkened to a deep brown.,1
Small Mass,The tail fur has become very greasy.,2
Small Mass,Thickening and Coarsening of the Skin,1
Small Mass,Ulcer,2
Small Mass,Wound erosion,1
Small Mass,Superficial Lymph Node Enlargement,1
Small Mass,Sparse hair,1
Small Mass,The color of the hair on the dorsal side of the tail has darkened to a deep brown.,1
Rectal Prolapse,Vomiting,8
Rectal Prolapse,Watery Diarrhea,2
Rectal Prolapse,Weight Fluctuation,1
Rectal Prolapse,Soft Stool,7
Rectal Prolapse,Swelling at the base of the penis,1
Rectal Prolapse,Salivation,3
Rectal Prolapse,Redness and swelling,1
Rectal Prolapse,Scales,3
Rectal Prolapse,Shallow and rapid breathing,2
Rectal Prolapse,Shortness of breath,4
Rectal Prolapse,Skin Injury,2
Rectal Prolapse,Skin Swelling,2
Rectal Prolapse,Skin redness,2
Rectal Prolapse,Skin redness and swelling,3
Rectal Prolapse,There are black spots the size of sesame seeds on the skin.,3
Rectal Prolapse,Ulcer,1
Rectal Prolapse,Watery stool,3
Rectal Prolapse,Wound erosion,1
Rectal Prolapse,Tenesmus,4
Rectal Prolapse,Runny nose,3
Rectal Prolapse,Reduced Urination,2
Rectal Prolapse,The stool is hard and dry.,1
Rectal Prolapse,Swelling and redness,1
Rectal Prolapse,Weakness in the limbs,2
Rectal Prolapse,Reduced physical activity,2
Rectal Prolapse,Reduced water intake,2
Rectal Prolapse,Restlessness and Straining,2
Rectal Prolapse,Salivation and fecal and urinary incontinence,2
Rectal Prolapse,Skin Inflammation,1
Rectal Prolapse,Skin Odor,1
Rectal Prolapse,Skin injury,1
Rectal Prolapse,Skin laxity and lack of elasticity,1
Rectal Prolapse,Sneezing,2
Rectal Prolapse,Spinning in circles,1
Rectal Prolapse,Squamous Patch,2
Rectal Prolapse,Stiff Gait,1
Rectal Prolapse,Stiff limbs and lameness,1
Rectal Prolapse,Stiffness and difficulty in movement after prolonged lying down or upon getting up,1
Rectal Prolapse,Superficial Lymph Node Enlargement,2
Rectal Prolapse,Swelling at the affected area,1
Rectal Prolapse,Swelling of the Distal Joint,1
Rectal Prolapse,Swelling under the eyes,2
Rectal Prolapse,Syncope,2
Rectal Prolapse,"The affected dog extends the affected limb away from the body while sitting, adopting a slightly relaxed posture.",1
Rectal Prolapse,The feces are coated with mucus.,2
Rectal Prolapse,The feces are hard and dry.,3
Rectal Prolapse,"The head is held high, unwilling to bow down.",1
Rectal Prolapse,The limbs exhibit a swimming motion.,1
Rectal Prolapse,Thickening and roughening of the skin,1
Rectal Prolapse,Tic,2
Rectal Prolapse,Tilted head,2
Rectal Prolapse,Tremor of the head,2
Rectal Prolapse,Ulceration,1
Rectal Prolapse,Ulcerative Keratitis,2
Rectal Prolapse,Unable to lift one's head when bowing down.,1
Rectal Prolapse,Unable to stand,1
Rectal Prolapse,Urinary Incontinence,2
Rectal Prolapse,Urine appears yellow to dark brown.,2
Rectal Prolapse,Vaginal discharge,2
Rectal Prolapse,Visible mucosal cyanosis,1
Rectal Prolapse,Weakness in the limbs or in the forelimbs and hindlimbs,1
Rectal Prolapse,Weakness of the limbs,1
Rectal Prolapse,Wiping the buttocks,1
Rectal Prolapse,Weight loss,1
Rectal Prolapse,Respiratory Deficiency,1
Rectal Prolapse,Scab Formation,1
Rectal Prolapse,Scratching the ears,1
Rectal Prolapse,Serous Nasal Discharge,1
Rectal Prolapse,Sinusitis,1
Rectal Prolapse,Skin Bruising,1
Rectal Prolapse,Skin Ulcer Scar,1
Rectal Prolapse,Stenosis of the nasal aperture,1
Rectal Prolapse,Stomatitis,1
Rectal Prolapse,Tilt the head to one side,1
Rectal Prolapse,Ulcerative Infection,1
Rectal Prolapse,Unpleasant Odor in the Ear,1
Rectal Prolapse,Vomit can emit phosphorescence in the dark.,1
Rectal Prolapse,Tarry stool,1
Circular ulcer on the upper lip,Skin redness,5
Circular ulcer on the upper lip,Mucosal Ulcer,9
Circular ulcer on the upper lip,Gingival Swelling,8
Circular ulcer on the upper lip,Edema,4
Circular ulcer on the upper lip,Scratch the eyes,1
Circular ulcer on the upper lip,Stomatitis,4
Circular ulcer on the upper lip,Scab Formation,2
Circular ulcer on the upper lip,Gingival swelling,6
Circular ulcer on the upper lip,Increased ocular discharge,4
Circular ulcer on the upper lip,Oral Bleeding,5
Circular ulcer on the upper lip,Oral Ulcer,14
Circular ulcer on the upper lip,Erosion of the oral mucosa,8
Circular ulcer on the upper lip,Gingivitis,2
Circular ulcer on the upper lip,Lymphadenopathy,2
Circular ulcer on the upper lip,Skin Swelling,4
Circular ulcer on the upper lip,Crusting,3
Circular ulcer on the upper lip,Hyporexia,2
Circular ulcer on the upper lip,Mental depression,5
Circular ulcer on the upper lip,Footpad ulceration,2
Circular ulcer on the upper lip,Skin injury,3
Circular ulcer on the upper lip,Conjunctival hyperemia,3
Circular ulcer on the upper lip,Ulceration,6
Circular ulcer on the upper lip,Swelling,4
Circular ulcer on the upper lip,Pupillary dilation,1
Circular ulcer on the upper lip,Shortness of breath,3
Circular ulcer on the upper lip,Redness of the chin skin,2
